,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
1185,b'Totally hit the spot! Char Kway Teoh and MILO craving sorted \xe2\x9c\x85\xe2\x9c\x85',"b'Reviewed July 12, 2019 '",b'Date of visit: July 2019',"[b'If you haven\xe2\x80\x99t tried Malaysian food before or you have and you miss it! Then go to PappaRich immediately! \n\nI\xe2\x80\x99ve lived in Malaysia for 10 years and have to say PappaRich in Colombo is amazing!! \n\nReally impressed with the truly authentic Malaysian food and such...fast service. I had a limited time for lunch and was really happy to see the food coming out so soon after we ordered. \n\nI couldn\xe2\x80\x99t decide what to have, but saw the Char Kway Teow and had to have it. It was so good and complete with the chilli padi and soy sauce for that extra hot kick! Big prawns and plenty of flavour. \n\nEven the classic MILO was to die for! Just like being back in Kuala Lumpur. \n\nAll DELICIOUS!  \n\nNext time I want to try their Nasi Lemak Beef Rendang. Thanks PappaRich team for a great experience today. I\xe2\x80\x99ll will be back again soon.More']",PappaRich,POSITIVE
1186,b'Not Authentic Malaysian Food and poor service',"b'Reviewed June 14, 2019 '",b'Date of visit: June 2019',"[b""I went with my wife and kids to Papparich, My wife is Malaysian and when ever we traveled overseas we go to papparich. the papparich in colombo was very disappointing, staff should be more motivated to serve, Seafood was not fresh, the teh tarek was...nothing like it and the taste is not at all authentic. My son ordered fried chicken with black pepper sauce which was good.\ndidn't expect this from papparich.More""]",PappaRich,NEGATIVE
1187,b'Interesting food but service not great !',"b'Reviewed June 9, 2019 '",b'Date of visit: June 2019',"[b'I was there for lunch with a friend and was quite happy to note the place was busy. There was plenty of parking spaces which was a definite plus. They presented us with a comprehensive menu, mostly with dishes I have tried already at their...outlet in Malaysia. We ordered 2 starters to share. Chicken satay was good but they did not provide sufficient peanut sauce for the portion. We asked for extra and the server obliged. I had a seafood laksa which was well presented but lacked the ooomph factor. My friend had a hainanese chicken rice which was pretty authentic. To finish we had a fully loaded ais batu campur and a milk tea. I\xe2\x80\x99m not going to say much about the ABC dessert as I am not one to enjoy beans and corn in a sweet but it was pretty refreshing and tasty for an odd sounding and looking dessert. The food, for a chain, was pretty good but at no point were the serving staff happy to answer questions. They were very vague and almost made us feel like we were disturbing them!!!\nI would definitely return as there are a few other dishes I would like to try on the menu.More']",PappaRich,NEGATIVE
1188,b'Best Sri Lankan Cuisine ',b'Reviewed 5 weeks ago ',b'Date of visit: September 2020',[b'Best Sri Kankan Cuisine . If you are looking to enjoy some authentic srilanka food.. This is the right place... Do remember that srilanka food is super spicy... Do I could barely enjoy much though my team relished what was served. Highly Recommended !!!'],Raja Bojun,POSITIVE
1189,b'Eat as much variety as you wish',"b'Reviewed February 17, 2020 '",b'Date of visit: January 2020',"[b'Well, if one wish to flavour an array of Sri Lankan cuisine in one sitting, \xe2\x80\x9cRaja bojun\xe2\x80\x9d will meet your aspiration. Vegetable preparations in different styles \xe2\x80\x9cCurries\xe2\x80\x9d, \xe2\x80\x9cFries\xe2\x80\x9d, \xe2\x80\x9cPickles\xe2\x80\x9d, Leafy Mallun\xe2\x80\x9d, \xe2\x80\x9cDevilled\xe2\x80\x9d etc. and meats were served in Buffet style. In order to taste a...greater variety, I had to serve carefully only taking a bit of each to keep my serving within my capacity to eat. What was noteworthy was that among the vegetables were many rural favourites like \xe2\x80\x9cJak\xe2\x80\x9d, \xe2\x80\x9cPolos\xe2\x80\x9d and ""Del"". Preparations were spicy, but not pungent to create flames on the tongue!More']",Raja Bojun,POSITIVE
1190,b'Good Service = Good Food ',"b'Reviewed February 3, 2020 '",b'Date of visit: January 2020',"[b""We found this place randomly browsing around Google Maps when we were looking for some tasty local food, and we were definitely not disappointed.\n\nThe restaurant serves buffet style, with at least half a dozen tasty curries and various other local foods of all sorts....They also had someone preparing hoppers with all the condiments fresh (and they were tasty, too!).\n\nThe restaurant is a little convoluted to get to. Once we found the location, we thought it was at, according to Google Maps, we were at a loss as to where the restaurant actually was. If it wasn't for a catering van of some sort parked nearby with the restaurant's name on it, we would have had a hard time finding it. You walk inside this unassuming door and take an elevator up to the restaurant.\n\nOnce we arrived the staff was friendly, service was quick, the decor was great, and, as mentioned, the food was amazing. Would definitely go back, since I couldn't try everything in one evening. I Highly Recommend RAJA BOJUN Local \xf0\x9f\x8f\x88 Food Restaurant !!!More""]",Raja Bojun,POSITIVE
1191,b'Sri Lankan Traditional & Own \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 Ceylon Food ',"b'Reviewed February 3, 2020 '",b'Date of visit: January 2020',"[b'Good Food. Good ambiance. The crabs were lovely. Slightly expensive, but if you can eat a lot, you can cover your investment. Less variety in meat. The senior management is more friendlier than the other staff. 100% sri lankan food and own ceylon witness ....Highly recommended !!!More']",Raja Bojun,POSITIVE
1192,b'Sri Lankan Buffet!',"b'Reviewed January 25, 2020 '",b'Date of visit: December 2019',[b'One of my friend took me there for Dinner. Buffet lunch in Sri lankna Style. They had many varities. Some of the food are cold supposed to be served hot.  Its just okay to be there.'],Raja Bojun,POSITIVE
1193,b'Great for sri lankan food',"b'Reviewed January 17, 2020 '",b'Date of visit: January 2020',"[b""This place has a great array of Sri Lankan dishes, the curry was hotter than most I'd had on holiday so that was a nice change, some of the dishes were a bit salty for my taste but the fresh made roti and jackfruit curry...was lovely. The place is big and airy and has a nice family-friendly atmosphere. The range of the buffet is really great with curry, rice and kottu as well as salad. It was also really nice to have a selection of desserts and tea or coffee included.More""]",Raja Bojun,POSITIVE
1194,b'Good food but poor service',"b'Reviewed January 1, 2020 '",b'Date of visit: January 2020',[b'Must say that this is probably the best option for Sri Lankan cuisine in Colombo. Food quality has also improved since my last visit. It\xe2\x80\x99s also a good location with good ambience. \n\nService however is far from what it should be. Dessert counter had run...dry and had to call waiters to refill. Spoons were lacking in the dessert counter as well as coffee counter. Just clear signs that proper management was lacking on the floor. \n\nSincerely hope they work out the issues. This used to be one of the must to visit Restaurants.More'],Raja Bojun,NEGATIVE
1195,b'Great Sri Lankan buffet',"b'Reviewed December 18, 2019 '",b'Date of visit: November 2019',[b'Went with the family for the buffet lunch was very impressed with the variety and quality of Sri Lankan food options.  Very tasty food and a hopper corner as well.  It gets very busy during lunch.  Prices  are very reasonable.  Highly recommend it for lunch....Go with a big appetite.More'],Raja Bojun,POSITIVE
1196,b'Great way to try various Sri Lankan foods',"b'Reviewed November 1, 2019 '",b'Date of visit: November 2019',"[b'This is a large buffet that has 30 or so different dishes, including a hopper bar. The quality is very good, the service is good, it\xe2\x80\x99s very clean, and the Lion Beer is cold.']",Raja Bojun,POSITIVE
1197,b'Indulge in truly Sri Lanka cuisine',"b'Reviewed September 3, 2019 '",b'Date of visit: September 2019',"[b""This is an ideal place to enjoy Sri Lankan dishes. I have been couple of times and they have an array of mouthwatering Sri Lankan curries with a choice of around 6 or 7 dessert options. They offer you an action station which again serves...Sri Lankan. The curries are pretty well done. Can feel the authenticity of the island's spices uncompromised.\nThe staff could be much better. Ambience should be improved. Overall it's a decently priced meal (Rs. 1850/-)More""]",Raja Bojun,POSITIVE
1198,b'Excellent Food!',"b'Reviewed July 15, 2020 '",b'Date of visit: July 2020',"[b'Cafe Bagatale, a restaurant mainly focused on healthy foods which are not over priced. Located at the envoy mansion. Nice ambience. Excellent presentation & tasty foods. I have been loved with their Peri Peri Chicken Salad.']",Cafe Bagatalle,POSITIVE
1199,b'Simple meal',"b'Reviewed August 6, 2019 '",b'Date of visit: July 2019',[b'Loved this little cafe. Super juices and food too was reasonably priced. The staff were very friendly and attentive. Will visit again.'],Cafe Bagatalle,POSITIVE
1200,"b'EXCELLENT SERVICE, FOOD & PRICES.'","b'Reviewed July 16, 2019 '",b'Date of visit: July 2019',"[b'I have been to Cafe Bagatalle several times now and their food, fresh juices, service and prices are all EXCELLENT! We have had the orange juice, wood apple juice, ambarella juice and several others and they are all so fresh and delicious.  Food is great...and portions also very good.More']",Cafe Bagatalle,POSITIVE
1201,"b'Cafe Bagatale - Colombo , Sri Lanka - cozy restaurant'","b'Reviewed March 24, 2019 '",b'Date of visit: March 2019',[b'This is centrally located in Colombo on the Duplication Road & is by the side of the Envoy clothing store with ample parking.\nService is great & the food is also good & well presented but the portions are very small compared to the average...portion served in other restaurants in Sri lanka.More'],Cafe Bagatalle,POSITIVE
1202,b'Quirky Cafe with great service',"b'Reviewed January 27, 2019 '",b'Date of visit: January 2019',"[b""Despite knowing the city well, I had no realised that the popular clothing store had a cafe tagged on to it.  Tucked away at the end of the parking lot, it's cool and cosy and you can see right into the store to put you...in the mood for shopping after lunch.  The menu is great, with a good choice of vegan food, and lots of options for others.  We were after a light lunch so opted for salads with fresh fruit juice and the portions were filling and tasty  Lots of quirky dishes too, so your palate is unlikely to be bored even on repeat visits.  Great service too, a minor complaint resulted in totally unexpected desserts on the house - meltingly good Choc brownie and ice cream!  Definitely a find.More""]",Cafe Bagatalle,POSITIVE
1203,b'Nice leafy cafe',"b'Reviewed September 22, 2018 '",b'Date of visit: September 2018',"[b""There is plenty of parking and the cafe is located at the cool and leafy far end of the Envoy store. The interior of the cafe is well cooled and the decor is very restful. Additionally its a peaceful cafe as it is not too...busy.\n\nThe prices are very reasonable. Juices 200/- Sandwiches and pastas well below 1,000/-. Grills a little more expensive and US tenderloin at 2,600/- is the most expensive. The best part is that their prices are absolutely honest. The prices on the menu are inclusive of taxes and all and there are no sly additions to the bill. \n\nThe menu is not too long but it is quite a representative. However several items on the menu weren't available and even though the dishes sound healthy they come with an overload of oil and cream. Nevertheless the food is nice. The young chef seems to take pride in his creations and they are carefully executed and well presented. \n\nBut however the inattentive and very basic service, cheap paper serviettes and the absence of any kind of bread with the western meals brings the standard down to a budget cafe and the experience does not live up to the nice decor.\n\nThere is no pork at all, sometimes no beef as well and absolutely no alcohol;  but there is good coffee.More""]",Cafe Bagatalle,POSITIVE
